5000 100001
3720 118 44
2761 71 49
836 3496 20
1208 3429 81
1819 577 28
4545 2718 32
1782 1323 77
4489 774 70
2956 504 49
637 711 10
585 4052 16
1716 2914 12
215 2941 68
4090 4166 26
473 2040 54
2034 4434 57
2870 1068 27
291 106 59
4712 925 67
213 342 29
1469 2093 31
750 1033 51
3672 3491 92
4287 979 20
2352 748 80
4913 4577 2
3513 4496 39
4832 1014 74
3930 2343 78
2189 3065 61
2718 823 83
2393 537 59
4911 327 5
64 1488 22
756 2115 48
2153 4395 54
4916 2859 92
505 2180 14
3206 3808 7
1821 293 45
4454 3496 49
3887 942 8
1283 2562 59
148 1154 33
1937 268 28
450 1124 92
1554 1081 80
867 3272 76
4619 2236 23
4486 3183 56
3223 3925 3
3406 2069 16
2376 2899 58
2588 4079 22
3422 1486 89
799 131 77
1047 3222 84
2706 91 79
3160 710 75
4891 4415 62
2813 4966 8
4701 3510 46
2932 3737 71
2642 3990 75
1144 861 31
2709 3543 8
2704 2061 49
967 4601 31
295 3995 5
1986 1736 43
4279 423 4
4889 2027 62
1776 1346 18
4637 3489 33
4614 1077 91
2512 4361 52
1547 1511 99
41 3198 87
2450 1394 42
3475 2962 92
2222 3892 46
610 582 82
333 3903 34
1432 3896 29
2880 2588 7
1558 4222 60
1953 3190 32
540 3541 41
58 2981 59
3355 1910 58
996 1700 17
2205 98 1
4914 3020 21
4736 2946 37
1261 1159 38
4742 3052 24
4538 3325 35
928 4044 83
3694 789 57
1051 2887 4
682 4841 43
1555 41 56
275 2695 24
437 3624 14
1210 1997 98
4695 3577 20
2906 3261 8
3967 1094 29
146 2311 29
4830 4595 31
1347 1395 30
1808 82 84
174 1587 78
1089 2912 79
4954 1468 21
251 1983 3
2124 2230 68
301 263 9
4939 1789 47
1854 1291 51
1664 530 75
3939 1137 95
4861 756 68
343 3095 6
3066 2051 58
1342 3806 9
979 2313 87
4700 4275 18
4734 4985 74
496 4705 22
4535 453 24
3692 2198 13
2173 4454 78
317 2735 40
1105 466 19
3409 4293 25
1027 3513 79
876 1494 46
1743 866 19
2025 2321 99
65 3115 54
3178 3203 29
1604 3884 21
397 1695 29
2723 3761 44
2817 2453 29
2022 3083 7
1480 4362 81
2085 1635 55
2312 4681 34
1531 3777 83
4587 3948 16
4594 3724 66
4316 13 83
3620 1396 77
1296 310 68
2933 1339 18
495 506 62
2765 4735 16
3957 1307 97
4516 2152 42
502 2300 9
2060 667 51
298 3420 37
930 1161 34
233 4675 67
3553 4654 75
3022 3192 82
3180 1311 52
3846 3127 86
2733 3644 16
4854 1419 11
302 2572 70
910 4432 39
1221 3900 2
1967 4192 100
4495 671 13
2075 476 79
2497 2678 85
1318 1474 82
3106 4883 74
785 4709 54
4449 3963 62
4557 336 33
4559 539 50
2652 3074 53
1623 4069 11
3872 1591 92
778 4434 92
98 1141 80
1939 2040 58
4295 2749 64
4187 98 8
3882 901 60
1355 2440 86
4630 1547 6
3710 2027 31
724 4933 1
4578 3956 47
4459 1578 63
1604 3157 17
2043 4965 56
1276 2738 6
207 4170 57
2154 833 30
3007 4599 40
2838 2564 51
216 2223 26
400 3764 87
2919 4390 18
1131 1643 58
3853 3397 75
1132 4788 23
3606 1258 69
1589 4931 4
1315 839 95
952 1840 46
428 991 1
2552 3383 19
4767 3658 58
3466 322 62
2216 3023 68
3462 621 8
2396 991 49
2732 3144 85
3580 1253 96
3534 940 28
2799 4513 58
4571 82 41
377 4028 87
3550 2612 85
2176 3964 78
3916 2478 81
4452 3559 40
1028 1221 46
3723 3231 41
2516 4554 76
4152 2011 29
4272 2076 16
879 923 6
1798 1304 84
4949 2202 64
396 4460 19
4990 2621 72
1635 2368 85
592 1689 8
3790 345 57
918 1329 61
149 2538 82
4668 1733 32
38 1409 65
3566 2335 61
157 562 99
4146 2681 85
4700 2414 98
1980 4987 10
582 3497 88
3084 3091 7
1268 1566 90
4341 4360 78
1473 2633 97
239 1697 61
3940 3709 6
1062 2580 28
2483 2279 62
1137 1062 59
1669 4629 7
3395 3666 46
580 3591 41
952 3650 24
209 2412 10
3429 1988 27
962 3908 55
3308 4217 80
2628 4143 71
1824 1808 61
1222 3446 72
3487 882 9
3230 2180 71
3693 1470 9
4973 1505 94
2940 3331 17
2040 1613 28
4436 4695 7
3378 4379 31
1805 859 8
3198 3203 22
501 4175 100
689 3485 40
4729 56 56
2716 1112 3
609 534 25
1904 3485 21
517 1891 73
2164 345 57
3580 4524 77
1122 690 79
473 4690 68
3903 4890 10
2333 2948 66
2212 2609 18
4174 1252 96
2210 4092 45
537 906 4
451 615 95
4758 4106 91
4579 1796 3
499 4960 10
1566 2047 84
963 1860 6
4493 190 97
3168 1950 57
4697 4429 22
1660 2722 64
2544 4385 37
4433 3608 42
3489 3036 46
812 4748 67
2836 1547 42
1921 4021 66
1383 557 43
3629 3084 36
4832 3832 12
842 429 9
3951 1880 26
2812 11 65
4278 1694 23
2626 1842 52
2328 1494 64
846 2258 96
4458 3628 59
1539 3187 7
2265 1703 53
4283 3002 69
315 1483 96
1915 3117 86
3203 49 42
529 606 31
2866 1525 51
3352 4020 30
2170 930 81
852 4632 15
105 2973 13
4375 4481 39
1112 2119 86
2251 4137 86
1021 2582 3
2966 2660 31
915 3765 51
1478 757 80
3207 1552 82
1168 3779 54
1278 2279 68
974 1478 17
55 2607 8
1632 540 12
4070 1865 17
1724 673 96
3210 2477 83
369 376 75
582 292 85
2254 2182 5
3855 2162 73
1597 1137 50
4502 241 20
3671 1300 88
365 1195 39
3243 1158 77
4671 955 71
3470 284 67
1823 1056 66
3998 571 14
3139 2127 11
681 1189 71
1699 4138 99
3851 1799 28
1387 502 74
2218 1873 30
735 3220 87
2330 2305 10
4448 302 85
3274 4510 51
773 3400 71
4672 963 98
2670 806 95
733 2375 66
2385 3317 72
2460 4770 99
3246 3456 52
2709 476 46
2065 726 82
2176 4757 92
2348 571 54
4706 711 61
332 438 84
977 3724 59
4977 1328 81
1658 4457 48
1678 1450 52
3938 283 13
1761 2195 66
4205 845 3
2347 3351 49
2245 839 62
176 1406 14
443 4972 30
547 605 37
4099 4896 15
209 627 18
4609 1361 80
3742 243 96
2173 2641 99
2943 656 1
369 845 2
3872 52 64
2603 1876 32
1536 1711 76
2417 2438 24
1846 2697 60
2389 3897 10
1367 2638 53
1991 4700 48
3585 2785 99
3223 2872 80
2769 939 24
4290 1389 68
4227 4166 46
3273 2518 74
2578 2339 22
4491 1074 33
448 1017 4
455 77 57
2825 4988 15
4437 1753 16
3055 2760 83
2486 687 22
1282 2736 86
987 868 68
865 3141 36
4127 789 62
1483 3661 58
784 330 92
354 2290 55
2264 1706 58
3089 498 84
3859 3285 11
3782 3316 19
1632 3310 81
1372 156 75
2156 4 34
1718 485 47
3907 4408 97
80 2433 59
3881 74 53
155 541 79
4119 867 79
3438 124 17
2638 3895 96
1362 2147 20
1661 3189 10
2330 3314 22
3116 662 80
1969 3671 6
1914 2844 67
3199 3435 86
880 3607 81
1889 564 1
1463 3923 18
56 4892 15
1158 2982 82
3742 2524 39
2216 820 19
2256 3124 70
2647 4876 55
1371 2163 40
4722 3878 26
4941 309 6
4000 2868 42
3657 7 57
2168 3617 36
1585 884 92
3316 705 40
1305 2807 22
1318 1895 92
2706 4068 38
693 846 2
1568 1427 98
4743 1981 21
698 4207 34
4694 742 91
3051 1181 93
2739 4355 64
1553 1870 80
4867 1950 12
19 4806 28
4476 217 29
1897 3994 83
1860 2608 14
51 506 83
3811 691 85
699 4851 13
1199 1865 19
4904 608 55
4845 3518 67
4865 3192 43
413 3390 32
2457 1820 38
2323 1476 92
852 1536 63
744 3779 41
1824 791 68
1122 4404 48
3567 2600 3
3114 236 58
3703 4952 92
4047 1590 2
1556 268 45
3361 2175 17
2254 1724 63
1479 3870 34
2342 4923 16
3177 1738 97
2700 1691 22
2693 2039 12
2630 3821 90
4545 649 37
1941 4820 6
3572 3778 88
2690 1008 86
2946 4483 64
4764 2724 60
2047 4079 41
243 1091 49
3277 591 15
257 2026 27
4998 2276 14
326 4858 35
2612 2633 84
3692 1222 85
2428 1460 16
1542 4899 12
970 4953 14
2946 1338 4
3606 1074 24
2928 2518 92
3774 2661 41
264 2440 10
2173 1133 48
615 2499 62
286 1206 80
1823 4950 82
3911 4054 41
4841 3056 9
4656 58 60
1439 2102 26
2290 4137 38
1850 3722 67
3878 3384 20
791 2962 77
2298 4441 24
256 1173 47
1322 1097 50
1507 4816 76
3277 1815 8
3551 830 81
4255 2605 91
2575 258 61
2164 436 32
1102 2001 16
1082 2196 13
2252 3416 7
2516 2661 74
2794 1550 59
3487 1775 48
169 1169 53
1772 2280 74
1721 1280 47
4136 2110 44
3364 2183 47
2593 1108 94
3394 4264 28
4563 3763 55
3985 3473 29
896 2773 91
2188 583 34
1243 1710 70
1419 3927 95
3491 3185 6
2260 394 51
3754 4299 40
3729 720 45
3559 4141 36
1259 3538 95
4180 1610 32
1786 775 28
4724 731 27
3320 20 26
2926 1645 90
4276 3791 29
1798 2904 17
1642 1389 24
2672 4504 22
3570 2220 1
187 4089 18
3224 4682 10
4032 1612 88
2972 2580 97
1509 4935 64
3989 2414 100
3048 1076 92
1404 3020 88
626 3436 52
1774 4500 3
2914 421 24
2630 207 9
2793 1828 64
3751 1295 88
58 535 10
4120 1676 9
71 1895 24
813 1399 6
4756 1217 69
858 1734 77
3458 301 58
2117 2806 28
4791 4085 66
1432 2057 24
3732 1140 10
2845 3883 93
2242 4591 4
718 4963 36
1396 607 96
2841 2143 13
3077 4812 16
4100 72 22
929 2159 79
4818 1222 55
3034 2745 93
1011 1178 55
4672 279 90
1914 1263 24
2669 4353 11
1574 1257 36
3408 211 42
2699 3646 75
2289 2668 93
1285 1374 93
931 3505 36
1953 1872 6
2605 3205 9
3206 4021 94
926 2619 11
1757 2496 20
1629 1179 27
3620 3580 38
139 4675 84
4619 3266 91
1973 578 85
1229 1510 59
534 2456 52
487 845 45
2619 3074 50
1367 1116 54
1119 4961 90
2044 734 2
3539 1209 73
1323 1878 36
2583 2392 66
1853 1834 80
2320 437 79
3582 3653 41
4622 2272 10
736 3291 29
1240 101 35
1556 1820 40
963 402 95
3712 1414 52
3801 2281 21
885 3743 51
372 1653 39
2362 1347 95
2627 1991 26
2204 1564 23
2840 4581 68
2171 4254 37
1581 2672 23
1398 3753 27
2179 1198 67
3080 4324 33
2852 2050 20
753 4981 38
4945 3200 26
205 4138 37
3632 2943 95
862 1211 50
1470 1709 15
1346 1522 54
1376 2382 72
976 1164 27
340 482 67
1980 3150 55
3945 4705 82
2389 3931 40
3453 899 75
3840 2386 1
4777 1544 64
588 2638 100
1204 3690 25
190 3484 34
2722 1412 85
2008 2394 19
454 3376 36
2531 4407 77
4949 4230 25
2365 1831 22
4950 4949 35
2503 439 93
980 1169 52
985 1454 77
193 1438 91
1025 1046 8
101 2293 8
1140 1408 21
4670 373 81
3792 1888 15
4018 1494 91
3483 1448 29
2849 2085 15
3756 3452 75
1149 4852 61
4817 1690 92
2281 2302 46
677 1611 46
3588 3709 55
1008 325 63
2535 470 32
1594 1485 2
2608 2505 68
1168 263 63
3858 1089 18
3108 4273 50
1788 1964 48
2637 719 30
1481 1267 20
4228 2556 39
4939 2857 6
3726 4280 63
3743 2763 68
498 3557 49
2586 3589 63
3275 267 83
765 1915 32
665 2544 82
2471 4626 20
1782 4957 47
2531 77 11
3640 4801 50
4978 4702 46
3150 1875 22
2696 1112 62
4266 1658 76
1266 203 61
1168 1378 79
3836 2828 47
3488 1321 76
2162 360 41
3727 3387 58
3668 786 58
3581 1947 98
2373 2408 21
1814 942 94
2077 1025 43
739 2468 42
663 2826 26
396 4886 20
259 12 11
668 2954 49
4045 1409 10
4584 293 2
1363 4472 31
2268 384 87
4927 3301 86
2109 1552 42
1983 173 97
3422 4120 57
3724 4042 32
4791 1725 68
3706 826 88
2204 4548 2
1870 1063 89
3423 3083 30
4956 4302 55
4851 2559 9
1215 3386 90
1604 2842 51
3327 2212 58
1558 3422 89
4203 1787 1
3403 2517 3
1226 2136 53
834 4716 64
2255 206 35
4304 621 72
3598 2096 43
4722 4957 87
2634 1029 91
2549 2142 20
2334 2021 89
2052 114 43
1491 718 72
2027 951 42
2307 626 3
3988 3663 48
4618 3424 47
431 4445 50
3440 316 88
2704 2896 47
1466 60 88
2143 2504 57
3490 771 66
4773 3770 86
4750 2754 31
3038 3442 53
4540 959 60
1168 3224 66
2724 2186 79
3188 2860 21
3658 2479 10
1630 2796 89
2247 1029 14
834 2659 76
2251 1903 17
832 856 47
3752 3755 20
4741 1634 26
3508 2544 44
4530 669 14
1758 3894 32
3768 281 27
1986 3492 30
4492 899 69
2580 2751 41
1399 1493 71
3422 258 37
203 2642 65
3508 2991 86
4130 1929 30
2927 4704 63
2832 1111 71
3851 33 5
3535 3941 2
2836 471 71
2 1610 48
68 3399 5
371 2934 18
2329 4715 95
320 847 47
4136 4450 85
2314 2902 16
3387 3059 84
2746 3058 68
4685 1415 48
1461 1532 53
823 2422 41
808 3784 5
1670 3206 62
4181 3782 99
319 2480 44
235 4499 41
2947 1884 60
3901 3173 8
2765 3883 69
1619 62 47
394 1772 91
4605 1857 90
1677 1505 69
2753 305 24
373 786 94
3196 4765 79
2509 1721 15
3414 3894 53
4573 2449 34
1917 1222 34
1743 128 45
4380 1484 51
2270 837 66
3438 1552 25
4010 3619 13
4164 507 60
3804 859 74
861 3601 13
3428 794 100
2311 1561 10
2375 1648 23
365 3473 43
1988 3127 15
1673 340 1
1362 4312 80
3007 3793 20
1591 2191 60
4204 2311 82
3577 2984 36
4132 4698 56
1425 4209 76
745 2474 37
1323 2646 76
1267 1137 19
1926 4373 11
4077 3909 75
3149 1504 87
2798 4794 52
2985 239 96
2201 1492 61
640 323 95
4571 2617 42
867 117 6
3922 8 20
3894 2661 50
2663 4832 3
3471 3349 61
3235 1333 85
3928 3229 49
4501 284 35
2045 2698 94
3335 2160 91
867 721 80
2800 2290 53
4532 3401 53
788 4178 71
1492 656 31
2093 322 61
3309 1607 80
2173 2010 4
2952 3322 43
3590 4818 66
1757 974 41
632 359 75
608 3069 80
338 3126 21
3611 4048 83
2215 1141 85
4467 130 97
513 1629 74
4427 3995 49
1698 1505 35
2374 39 81
4263 1631 21
985 2150 51
1317 3071 65
474 2374 53
3111 4925 44
3336 1770 13
54 1411 10
1716 2903 79
4394 2441 95
2620 2125 9
1122 2447 43
4874 770 46
896 1175 25
4278 1956 32
3033 1844 59
1267 3655 74
3870 3419 81
1041 295 8
2711 4699 30
4535 4313 17
1041 4572 35
2986 4473 53
4789 1061 1
2960 1336 93
3491 1312 81
1827 889 20
3040 1729 49
1121 2023 77
788 969 68
2339 1139 51
320 3886 91
2869 814 51
4787 928 24
2992 1419 87
1012 296 27
4475 465 52
4484 3457 11
2734 1075 71
3588 111 100
456 4593 39
1028 2022 45
4195 2602 71
1576 3750 22
1036 1450 65
1419 559 96
2483 2991 55
4199 4465 85
3208 325 69
1258 594 21
1009 2999 24
4450 754 14
4255 3286 46
2662 7 87
1375 3260 96
410 4813 68
2477 3576 41
3957 39 30
1255 4359 3
256 4137 85
2365 2296 1
478 1285 23
4266 1920 39
1236 2009 49
1303 4696 37
957 100 78
136 4452 36
1360 4508 98
1984 1102 46
3895 3666 61
2296 4478 64
4254 225 21
4515 3076 5
379 2372 60
2626 65 46
3968 1670 41
688 3329 73
4083 2492 4
2442 2268 28
1527 1593 41
380 2745 84
3738 1824 68
3487 1335 19
2158 4288 27
4432 4016 7
1502 3252 81
1924 4678 45
1135 1430 30
1029 3213 20
991 2186 81
2230 1332 57
2630 566 68
1080 3044 28
3849 2128 27
1487 4843 75
1830 532 41
162 1564 72
1383 3434 100
3553 2953 60
2473 1105 99
4323 972 19
3633 2105 86
3622 685 20
4452 1895 86
502 4264 25
4447 1531 28
1655 2857 83
2098 6 70
1560 1728 87
4935 1260 21
651 3266 74
4776 2365 59
1925 1363 88
3508 173 95
2170 1559 98
2361 380 33
2082 32 27
3015 1979 74
3369 2095 9
356 1384 85
497 342 92
4339 1491 97
1904 3855 47
2299 4183 98
3146 2276 3
4804 1363 31
3482 4434 84
933 3071 35
2479 1899 27
2928 4380 18
1196 498 4
1134 3154 72
1970 2676 12
2320 2566 8
2585 4958 91
3029 2619 80
1642 828 16
4025 3 19
148 1196 38
903 1830 70
1610 647 15
2967 2768 15
2878 3794 84
1851 3268 79
4763 3924 84
2097 4473 21
3106 2871 41
3262 1150 88
1685 1309 22
2835 4940 89
415 2136 89
2912 1964 35
4913 1283 63
3072 1384 23
3086 848 24
1462 197 31
3067 4984 28
1887 1862 87
2308 711 21
3825 57 43
1829 4013 74
3479 1080 75
2208 1375 20
3120 756 50
2334 797 16
2062 2688 86
3256 3051 25
282 13 57
3932 4345 97
3159 4148 50
4856 2705 14
2615 1183 94
191 1070 79
1811 696 20
3628 2146 75
407 3679 18
1896 1540 48
1521 4947 15
2464 808 44
2587 4150 68
3576 1504 93
697 894 15
2037 215 79
2323 1113 30
2781 4565 68
3982 2226 19
935 871 43
688 2015 47
42 375 18
1049 3113 49
4916 3017 68
3 4274 82
102 4049 90
4718 839 100
2550 672 40
878 4985 90
4751 1367 7
762 1193 6
1747 2274 65
4026 115 87
1687 918 60
1922 557 28
1580 2416 93
601 1376 84
1351 2659 61
2506 4268 39
1140 411 27
4549 860 94
4098 3154 93
2589 3749 28
1531 1616 75
896 3973 45
1093 1793 26
1512 219 7
3716 5 67
1862 1895 52
3685 4940 84
420 4073 28
2963 4892 43
2840 2317 18
736 1874 14
652 4611 30
298 1183 67
3179 1930 42
2496 3215 22
3812 3424 100
532 4726 75
4153 3415 75
1021 1868 50
2572 4039 57
139 429 16
2454 2479 41
2530 556 62
4179 2751 99
78 2233 65
526 1689 74
3298 2065 92
198 1019 70
159 3933 47
2597 1661 5
3227 7 98
4363 4957 61
3948 2880 85
2119 3946 11
3962 4263 32
2602 3297 18
1899 3970 11
3481 4727 63
520 1063 86
3996 3908 43
106 1823 5
1383 2519 4
2669 1584 7
927 1934 49
1718 3835 91
1280 3282 93
4756 3856 86
1721 4997 36
660 1207 15
520 2361 8
1567 2298 64
2979 3803 22
4247 4107 10
4045 617 98
4092 27 34
4280 1178 63
4161 4236 3
885 139 87
1703 2918 89
207 1799 78
1395 1849 5
4854 282 85
1681 2242 47
2469 2348 98
3473 129 35
3013 3366 50
3840 219 68
3158 3825 67
4002 2831 85
1115 2376 62
4496 1655 58
109 109 35
2349 4144 53
381 2238 93
3593 1362 41
51 1200 52
641 620 4
4219 2009 37
938 2844 66
965 1412 11
1486 2964 58
388 1868 19
4279 3033 17
4881 837 90
1391 3692 7
424 2623 80
3390 2234 40
907 2678 5
522 146 87
3543 4549 2
3631 1994 58
795 766 26
4835 4317 95
4768 4345 80
172 2300 29
249 1090 34
1756 1297 29
404 3032 70
2079 2948 84
4780 3811 72
4481 1098 67
2381 498 24
4595 1035 48
4648 1282 97
331 2280 95
1729 3665 93
956 1743 48
2534 1842 51
2266 1674 2
52 1375 24
3410 3186 87
4016 454 86
2216 4718 81
4765 1258 63
3971 1970 1
3581 1037 8
2627 56 31
2967 1179 82
1912 682 85
458 1555 53
979 4089 13
427 4871 93
3610 1359 90
1027 2625 78
1428 4754 78
1076 1060 4
2190 2685 35
377 4350 86
29 658 19
1716 248 35
1958 4419 79
1476 3574 82
1529 1540 59
4646 2638 31
881 3588 13
59 2428 32
2044 4061 11
2388 1657 73
830 248 81
833 3836 27
1066 1461 72
1586 301 40
2316 2955 72
2674 4603 29
3876 1363 76
258 3050 80
2388 1221 61
4023 1378 29
516 2863 29
2265 156 72
530 634 72
3127 1808 86
2467 2066 48
1298 4169 55
328 1218 62
1215 4855 96
1400 369 6
658 4987 51
2838 2036 89
1012 1153 49
178 3194 33
4973 1054 70
919 4119 74
4126 3980 47
4305 182 58
3959 4154 70
3964 4298 40
4279 3243 61
3369 1960 60
2685 340 87
4518 3076 7
4812 2702 92
2480 4933 67
3613 1754 15
3879 286 86
1996 499 95
914 4669 42
772 4037 73
434 3809 24
1327 1614 100
817 2801 83
2591 4707 26
123 1795 77
2897 1598 68
2042 254 45
1516 404 8
1633 4302 40
3007 1554 42
3173 3857 95
682 3572 84
4459 1290 24
1337 2988 68
3677 763 11
494 2459 53
3864 1913 8
1554 1435 83
3473 143 23
3351 1065 73
2763 980 58
1804 350 55
4769 2554 51
245 348 20
4717 3413 87
672 2807 89
1220 3066 32
4606 2662 16
2636 2220 23
292 3942 20
128 4347 25
3578 1978 68
1476 2510 75
4717 2575 2
1867 1582 31
2968 1175 60
2117 92 13
4240 478 45
1345 1699 65
4272 3575 28
605 1480 71
3228 4592 72
2214 2241 84
922 4385 10
478 4750 39
4330 1037 3
4886 4860 4
4735 742 54
4858 184 41
3920 3428 69
3434 1726 44
2303 4504 76
4509 2050 61
3155 71 99
2364 897 64
1059 1049 9
3819 3656 95
323 3528 26
198 2860 4
2253 3465 87
899 4789 21
203 963 58
672 1445 83
3781 1673 80
276 4318 17
3593 3406 15
1896 1942 74
565 488 66
4014 894 59
3188 997 39
3207 4627 45
590 2419 83
4483 3915 95
572 850 83
4416 3035 47
1981 2345 11
2631 1785 70
1222 2877 64
515 4388 41
3681 3687 67
2125 533 53
4864 2991 18
90 4565 99
3975 2425 24
1443 989 52
1570 116 29
1859 615 31
3952 2777 85
1144 2655 97
318 3089 13
1599 2876 22
689 1332 43
2060 696 52
4322 1220 74
4585 2722 17
4316 586 49
1288 2134 38
4764 1027 50
3947 2106 75
605 926 40
3863 4096 67
1261 4334 62
3972 1900 4
2096 2175 65
4132 909 69
3913 4360 62
485 4774 82
2065 2493 70
3198 4594 89
4269 779 78
2398 661 98
2220 2279 46
1352 472 9
1595 3700 42
316 4315 33
1814 3971 99
2421 4109 64
2386 2894 92
1845 1042 88
580 142 99
707 3474 9
1314 4722 23
4110 2160 13
1035 1942 10
55 4406 54
1799 2367 19
3492 1276 7
952 3758 4
1433 3617 14
4140 2901 88
2025 2392 60
3689 1426 54
792 2427 25
4306 4128 39
1713 3256 37
2708 1283 54
1184 4286 68
1761 858 3
4324 2017 50
2438 524 51
2770 3746 41
2287 3945 51
254 1862 27
4767 1773 30
157 2264 28
4263 210 52
789 2120 86
4645 102 62
1307 1089 39
892 509 89
3266 620 22
430 1488 29
2918 624 33
1910 2739 63
4619 249 68
3626 2168 19
4363 2054 73
580 148 91
4672 3146 13
2288 4428 99
1255 2869 42
3346 3110 36
3876 3073 11
2401 507 89
3937 4215 90
358 946 41
3013 1374 51
250 2991 58
895 4015 88
2270 464 91
1342 3118 39
1973 1182 22
252 4336 37
4044 4037 8
3388 4119 23
4107 3393 54
2546 1854 82
2661 2187 88
3087 684 90
3811 1899 45
812 3906 83
1702 1993 67
4955 196 95
3591 3893 78
647 602 27
2577 1996 71
2055 1544 8
2479 3465 11
545 1536 89
4095 1077 38
4989 4012 2
4757 1805 79
3761 978 37
343 740 71
1515 982 45
4076 1809 63
1281 3387 57
78 1749 26
3416 805 31
1539 980 6
449 2584 14
999 3305 16
3450 4684 64
366 4867 23
2325 365 94
3172 3576 84
1758 2664 32
3087 2635 40
2760 2705 32
1222 909 95
3593 967 5
2105 3329 57
1426 672 11
2690 2769 91
3095 3562 13
214 3175 37
3695 1352 66
3965 1196 83
777 3163 13
3594 2409 60
1937 1350 20
4570 289 57
1963 4194 23
3159 4903 48
1121 2713 99
1033 424 100
158 1741 70
1962 1861 69
3585 1704 23
3547 961 31
283 743 73
2830 433 52
4493 3392 13
915 590 66
760 4347 7
4920 4868 75
4515 3129 27
488 3082 72
2143 2905 4
2924 3732 3
3663 1426 21
1784 2665 81
2428 2185 54
998 712 40
4179 4026 36
2751 3495 73
1222 3077 29
3283 1653 88
3254 2265 47
3593 1284 4
4953 2716 59
4418 3464 23
723 1126 52
252 2615 60
4931 1420 69
2357 405 31
197 4290 53
3194 642 32
2062 928 22
1292 2310 76
4921 3221 87
709 4934 10
3324 2787 53
2140 806 73
1836 2360 9
4092 3536 25
3192 763 70
3228 1288 96
4590 1755 28
1134 4467 71
4740 2122 72
2129 1883 15
583 1608 13
829 4822 49
679 2882 54
1715 489 88
1184 2744 12
1805 1217 40
761 4583 6
1920 384 38
2980 4717 17
1389 2052 70
1952 2673 82
1615 3447 92
1327 24 8
2645 4816 42
3884 291 9
2280 2564 10
4782 2212 38
4776 4881 71
4914 3981 65
3746 1620 58
2673 3131 85
4228 1947 99
678 945 55
3621 2524 74
3214 1319 10
3313 2740 11
1099 4149 90
3794 2656 87
4704 3740 53
3511 1570 2
4335 4 12
2583 1561 4
3543 3828 29
2243 2526 8
938 1554 53
1928 1987 91
97 667 58
259 4912 4
1022 2487 22
2003 1927 83
3456 4301 80
4689 1068 80
3413 2692 45
3834 3757 71
2020 573 17
2044 3348 79
3935 581 94
3991 3302 27
2828 592 82
2837 479 56
1210 1294 26
219 1680 65
2537 4457 25
561 4442 18
2294 3865 78
952 4746 77
1291 4086 13
466 3277 43
4104 1903 63
2105 1546 52
4247 1107 99
4811 3465 1
3063 1413 79
1230 3205 54
3961 2342 4
2324 4767 93
2301 3793 23
756 1350 87
1885 1699 35
619 3788 90
3136 4677 27
3316 4810 47
2195 289 57
2701 1979 35
4176 3988 14
3403 1986 33
4388 3133 38
4771 1059 33
4778 1707 51
3083 1578 12
1983 1061 66
2376 2546 23
1646 4818 94
824 1729 20
752 2520 84
2186 4553 97
1014 2603 64
3950 904 68
659 3156 65
2615 4602 35
3336 4058 45
97 4496 4
1461 2553 29
2715 2310 83
3716 3086 39
3381 1527 45
2947 2853 62
1471 3315 9
4833 143 32
1535 3147 86
3062 3111 2
3108 2908 74
3884 2609 54
708 1833 39
3637 3936 90
4809 3979 34
3354 4337 71
4097 4775 60
557 3127 7
401 3260 41
1767 493 15
1283 2320 55
2359 2236 92
265 4507 78
655 4761 17
2657 3359 50
1336 3239 73
4841 4113 23
2565 87 99
2494 399 86
605 779 35
928 642 4
3122 598 87
1691 1554 61
2360 3533 43
1461 1034 80
3671 1400 70
1645 1671 41
3542 1354 84
260 480 92
2869 3245 11
1819 4297 6
3450 2776 23
1742 2570 47
2404 1220 79
4091 1765 29
1382 2947 74
37 4570 74
1562 4235 1
2213 1651 10
432 1579 92
70 4425 30
2070 3404 39
384 4728 35
2155 876 47
3015 330 86
4708 2891 39
957 1051 29
2151 3671 8
3052 1346 58
4491 4421 15
2065 4134 94
2347 648 10
4517 4710 29
2062 2532 38
4487 3958 17
3505 104 14
3547 1188 77
959 2905 93
1461 1358 71
713 1444 97
2211 4654 9
1713 689 17
3373 3536 70
3418 3093 67
3793 2228 14
2951 1780 22
3976 4877 10
1494 2009 90
4281 4033 18
384 2969 47
2191 30 77
2765 115 98
2634 1488 6
4045 3774 51
10 3971 88
340 1262 4
84 63 50
710 928 32
3484 1636 100
4374 2632 42
2373 1939 18
4993 3350 58
974 3981 82
3491 2909 98
2134 2358 90
260 2426 6
300 302 39
3071 4458 81
2492 4022 34
3196 1027 8
2174 3739 77
4126 2011 53
4412 4775 92
406 1629 70
4416 793 10
1646 367 68
326 3267 30
4901 2970 51
1476 177 98
4197 1723 72
4149 1496 31
140 853 19
990 4681 3
4083 3188 68
742 10 21
2334 2885 55
384 3953 41
42 3586 57
2799 2066 36
2604 2688 63
4447 2066 83
1421 73 62
4379 3510 33
4622 2024 47
2598 1085 29
1878 1922 27
4404 218 1
1021 1106 27
699 1530 2
1476 546 88
71 478 66
3119 1596 63
4887 3470 36
4835 625 20
1895 3089 43
2259 1775 18
2378 579 98
2893 430 36
659 1767 68
2751 3647 73
534 410 70
3874 2977 75
2585 3862 73
423 4223 79
3714 491 31
1996 321 47
1368 783 16
2769 1656 71
1795 80 12
781 2791 85
1592 1938 40
302 2475 62
4502 4413 2
1091 3779 28
